,ID,AGE GROUP,CHANNEL OF SALE,SALES
1497,496877508,46-55,phone,0
1498,719072969,56+,phone,1
1499,480646759,56+,internet,0
1500,396567092,18-25,internet,0
1501,551944088,46-55,phone,0
1502,342442978,36-45,phone,1
1503,155021451,26-35,internet,1
1504,749164471,36-45,phone,1
1505,725989618,18-25,internet,0
1506,188702325,46-55,phone,1
1507,173563158,36-45,phone,1
1508,534709569,36-45,phone,1
1509,159846890,18-25,internet,1
1510,988759452,46-55,phone,1
1511,839328498,26-35,internet,0
1512,197217534,46-55,phone,1
1513,579453284,36-45,phone,0
1514,919851267,26-35,internet,0
1515,287610210,46-55,phone,1
1516,313481211,36-45,phone,1
1517,281098997,26-35,phone,0
1518,669222694,36-45,phone,1
1519,535570066,46-55,phone,1
1520,540128615,46-55,phone,0
1521,244765159,46-55,phone,0
1522,456278985,18-25,phone,0
1523,155873962,36-45,phone,0
1524,321489897,36-45,phone,0
1525,283193985,56+,phone,0
1526,378179970,56+,internet,0
1527,266519546,26-35,internet,1
1528,996284597,26-35,internet,0
1529,330812986,36-45,phone,1
1530,830959098,36-45,phone,1
1531,914890849,56+,phone,0
1532,734943542,26-35,internet,0
1533,949053305,18-25,internet,1
1534,537562901,36-45,phone,0
1535,678342236,26-35,phone,1
1536,562878806,46-55,phone,0
1537,601391215,56+,phone,0
1538,603308901,26-35,internet,1
1539,776987278,36-45,phone,0
1540,155389811,26-35,internet,1
1541,792710953,36-45,phone,1
1542,768983202,26-35,internet,0
1543,834217152,36-45,phone,1
1544,780365534,36-45,phone,0
1545,253164653,46-55,internet,0
1546,248047160,26-35,internet,0
1547,947039966,26-35,internet,0
1548,172133807,46-55,phone,0
1549,570161258,56+,phone,0
1550,806032503,26-35,internet,0
1551,240464150,26-35,internet,1
1552,316669584,56+,internet,1
1553,320492886,26-35,internet,1
1554,806438448,26-35,internet,1
1555,784373896,36-45,phone,1
1556,683884994,36-45,phone,1
1557,886381335,46-55,phone,0
1558,608373717,18-25,internet,0
1559,627060514,36-45,phone,1
1560,383237883,26-35,internet,0
1561,963019056,26-35,internet,1
1562,872891088,56+,phone,1
1563,488979616,36-45,phone,1
1564,572485542,56+,phone,0
1565,270345957,36-45,phone,1
1566,364789751,26-35,internet,1
1567,600661084,46-55,internet,1
1568,410403684,46-55,phone,1
1569,520725135,36-45,internet,0
1570,690756852,26-35,internet,0
1571,686116425,36-45,phone,0
1572,108212102,56+,phone,1
1573,697240475,36-45,phone,0
1574,781922991,36-45,internet,0
1575,186393425,26-35,internet,0
1576,544177760,26-35,internet,0
1577,201605726,26-35,internet,0
1578,448556487,46-55,internet,1
1579,184767709,36-45,phone,0
1580,132742937,36-45,phone,0
1581,613355316,26-35,internet,0
1582,864453700,56+,internet,0
1583,229376602,26-35,internet,1
1584,811649483,26-35,internet,1
1585,177802066,26-35,phone,1
1586,206869872,46-55,phone,0
1587,610776508,26-35,phone,0
1588,320347314,26-35,internet,1
1589,544024368,36-45,internet,1
1590,685703989,26-35,phone,0
1591,177457025,56+,phone,1
1592,250035883,56+,phone,1
1593,926984903,46-55,internet,1
1594,572623900,26-35,internet,0
1595,115143281,36-45,phone,1
1596,451729907,56+,phone,0
1597,519407622,36-45,phone,0
1598,305693883,26-35,internet,0
1599,860733332,56+,phone,0
1600,372949623,26-35,internet,1
1601,418780526,36-45,phone,1
1602,973770113,26-35,internet,0
1603,356550053,26-35,phone,1
1604,560336745,56+,phone,1
1605,956733510,26-35,internet,1
1606,440196144,18-25,internet,1
1607,220643702,26-35,phone,1
1608,545225398,36-45,phone,1
1609,577379413,36-45,internet,1
1610,441593187,46-55,phone,1
1611,205338584,46-55,phone,1
1612,422379795,56+,phone,1
1613,950629128,26-35,phone,0
1614,558193169,56+,internet,0
1615,146720154,56+,phone,1
1616,792198432,26-35,phone,0
1617,444328229,18-25,internet,1
1618,772389966,36-45,internet,0
1619,358194815,46-55,phone,0
1620,674234636,26-35,internet,0
1621,217072247,36-45,phone,0
1622,208757540,26-35,internet,0
1623,647697060,56+,phone,0
1624,611052724,46-55,internet,1
1625,142077368,18-25,internet,1
1626,121474618,46-55,internet,1
1627,222002950,46-55,phone,1
1628,956787815,46-55,phone,0
1629,122932295,36-45,internet,1
1630,721263276,46-55,phone,0
1631,449778719,26-35,internet,0
1632,329176851,36-45,internet,1
1633,664406168,26-35,internet,1
1634,918705040,36-45,phone,1
1635,286936911,26-35,internet,0
1636,789737701,26-35,internet,1
1637,615018651,36-45,phone,0
1638,127060357,26-35,internet,0
1639,288745637,26-35,phone,0
1640,618652913,26-35,internet,1
1641,907755637,26-35,internet,1
1642,929774954,18-25,internet,1
1643,306059134,26-35,internet,0
1644,268397664,18-25,phone,0
1645,459588140,26-35,internet,1
1646,221694534,26-35,phone,1
1647,876226588,36-45,phone,0
1648,104089244,46-55,internet,0
1649,782255111,46-55,internet,1
1650,174692723,18-25,internet,1
1651,327611327,46-55,phone,0
1652,935637258,36-45,internet,1
1653,742541568,26-35,internet,1
1654,800003172,46-55,phone,1
1655,356311620,46-55,phone,0
1656,114564403,36-45,phone,0
1657,216200779,26-35,internet,1
1658,924475195,36-45,internet,1
1659,389313340,56+,phone,0
1660,483382334,26-35,phone,0
1661,514345151,36-45,phone,1
1662,681247964,36-45,internet,1
1663,964363644,26-35,internet,0
1664,311374884,56+,internet,1
1665,968579481,18-25,internet,0
1666,714072363,56+,internet,0
1667,964143572,18-25,phone,0
1668,147394584,36-45,internet,0
1669,773312463,56+,internet,1
1670,623780662,56+,internet,0
1671,971623909,56+,phone,0
1672,697287820,26-35,internet,0
1673,110202957,26-35,phone,0
1674,766242558,36-45,phone,1
1675,470969435,56+,phone,0
1676,645736944,56+,phone,1
1677,671743842,36-45,phone,1
1678,825512480,26-35,phone,1
1679,635675781,36-45,phone,0
1680,654158216,56+,phone,1
1681,160102567,36-45,phone,0
1682,925351989,36-45,phone,0
1683,152311581,18-25,phone,1
1684,369256309,26-35,internet,1
1685,151422447,26-35,phone,1
1686,547450585,26-35,internet,0
1687,850348942,56+,phone,1
1688,955394536,26-35,internet,0
1689,694110913,36-45,phone,0
1690,807705745,56+,phone,0
1691,547140779,26-35,internet,0
1692,977328149,26-35,internet,0
1693,554342925,26-35,internet,0
1694,267512668,36-45,phone,0
1695,190069921,18-25,internet,1
1696,947508347,56+,internet,1
1697,616012723,46-55,phone,1
1698,222351236,26-35,phone,1
1699,561838155,36-45,phone,0
1700,378931044,46-55,internet,1
1701,940115901,46-55,phone,1
1702,562413914,46-55,internet,0
1703,252283104,36-45,phone,1
1704,878624469,36-45,phone,0
1705,359587076,56+,internet,0
1706,362680814,18-25,internet,1
1707,968408415,36-45,phone,1
1708,425022319,56+,internet,1
1709,178588096,36-45,phone,0
1710,386011255,56+,phone,1
1711,487790942,46-55,phone,1
1712,660081570,46-55,phone,1
1713,747330102,26-35,internet,1
1714,755267202,26-35,internet,0
1715,376241381,26-35,internet,0
1716,861298598,46-55,phone,1
1717,160304550,18-25,internet,1
1718,285882248,36-45,internet,1
1719,381529136,46-55,phone,0
1720,902575569,46-55,internet,0
1721,412582466,26-35,internet,0
1722,435940903,36-45,internet,1
1723,977875126,36-45,phone,0
1724,947635755,36-45,phone,0
1725,187862961,36-45,phone,0
1726,866885153,36-45,internet,0
1727,337079737,26-35,internet,0
1728,629457619,26-35,internet,0
1729,121855759,46-55,phone,0
1730,537856335,46-55,phone,0
1731,296012470,36-45,phone,1
1732,357689302,26-35,phone,0
1733,758103680,46-55,internet,1
1734,569274759,18-25,internet,1
1735,224712464,18-25,internet,1
1736,542600982,36-45,phone,0
1737,224635406,36-45,phone,0
1738,173586984,46-55,phone,0
1739,737603316,26-35,phone,0
1740,975487051,26-35,internet,0
1741,101383816,46-55,phone,0
1742,736671149,36-45,phone,0
1743,489738296,18-25,phone,0
1744,234718496,56+,phone,1
1745,200303925,26-35,internet,1
1746,543524831,46-55,phone,1
1747,921034266,26-35,internet,1
1748,434557003,36-45,phone,1
1749,907799266,56+,phone,1
1750,303303928,26-35,internet,0
1751,512869949,18-25,phone,0
1752,811245108,36-45,internet,0
1753,910379222,26-35,internet,1
1754,851260565,26-35,internet,0
1755,253179143,26-35,internet,1
1756,442080987,26-35,internet,1
1757,594668658,36-45,phone,0
1758,761241860,26-35,internet,0
1759,910302741,26-35,internet,0
1760,873641087,18-25,internet,1
1761,861410273,56+,phone,0
1762,862491750,56+,phone,1
1763,943652186,26-35,internet,0
1764,173862142,26-35,phone,0
1765,597603415,56+,phone,1
1766,205314523,56+,internet,0
1767,444257928,36-45,internet,0
1768,978338129,56+,phone,1
1769,260792332,36-45,internet,1
1770,193346460,36-45,phone,0
1771,480293762,26-35,phone,1
1772,232278069,36-45,internet,0
1773,534042921,26-35,internet,1
1774,741377796,26-35,phone,1
1775,464407203,26-35,phone,1
1776,305759359,18-25,internet,1
1777,894757588,46-55,phone,0
1778,985598773,26-35,internet,0
1779,981650413,36-45,internet,1
1780,129194952,36-45,internet,1
1781,100361570,36-45,phone,1
1782,966278847,26-35,internet,0
1783,110159107,18-25,phone,1
1784,279878216,26-35,internet,0
1785,330759668,18-25,internet,0
1786,385671615,56+,phone,1
1787,716706686,26-35,internet,1
1788,624669599,26-35,phone,0
1789,856648121,56+,phone,0
1790,985587612,18-25,internet,1
1791,613423636,36-45,phone,0
1792,668171291,36-45,phone,1
1793,320468686,26-35,phone,0
1794,131292703,36-45,phone,1
1795,592622569,18-25,phone,0
1796,376062985,26-35,internet,1
1797,398821731,56+,phone,1
1798,355361836,46-55,phone,0
1799,166718064,26-35,internet,0
1800,407662931,46-55,phone,1
1801,897377214,26-35,internet,0
1802,696021777,36-45,phone,1
1803,581460952,36-45,phone,1
1804,262810827,18-25,phone,1
1805,712793983,26-35,internet,1
1806,120290661,36-45,internet,1
1807,241200553,26-35,internet,1
1808,974401796,36-45,phone,1
1809,617228741,26-35,internet,1
1810,592941608,36-45,phone,0
1811,826923880,26-35,internet,0
1812,133522360,46-55,internet,1
1813,281284353,46-55,internet,0
1814,198423388,26-35,phone,1
1815,997590073,36-45,phone,0
1816,235076841,56+,phone,1
1817,828786010,56+,phone,1
1818,555318810,26-35,internet,0
1819,641822786,18-25,internet,0
1820,220383574,46-55,phone,0
1821,242604083,26-35,internet,0
1822,252967968,36-45,phone,0
1823,790361471,26-35,internet,1
1824,145564528,26-35,internet,0
1825,624477263,56+,phone,1
1826,919443185,26-35,internet,1
1827,373150864,36-45,phone,0
1828,583008951,36-45,internet,1
1829,622434651,36-45,phone,1
1830,704368889,36-45,phone,1
1831,970775765,26-35,phone,0
1832,185669581,18-25,internet,0
1833,585591200,26-35,phone,1
1834,786557053,36-45,phone,0
1835,135235163,36-45,phone,0
1836,165882529,36-45,internet,0
1837,401334978,26-35,internet,0
1838,716789002,26-35,internet,1
1839,159695126,46-55,internet,0
1840,760762175,36-45,internet,0
1841,448448606,26-35,internet,0
1842,131051253,26-35,phone,0
1843,819111184,26-35,internet,1
1844,146197902,26-35,internet,0
1845,269385918,26-35,internet,1
1846,628467523,36-45,internet,1
1847,810030129,56+,phone,1
1848,248258708,18-25,internet,0
1849,403969277,46-55,phone,1
1850,586758875,36-45,phone,1
1851,391383644,36-45,internet,0
1852,873025849,36-45,phone,1
1853,895693351,26-35,phone,1
1854,689009451,46-55,phone,1
1855,861277028,26-35,phone,0
1856,243691996,56+,phone,0
1857,306588674,56+,internet,0
1858,572955185,26-35,internet,0
1859,561475725,26-35,phone,0
1860,606733740,36-45,phone,1
1861,726828033,26-35,internet,0
1862,782471067,36-45,phone,0
1863,157221795,36-45,phone,1
1864,470941821,26-35,internet,0
1865,884239601,46-55,phone,0
1866,781620119,46-55,phone,1
1867,413366547,18-25,internet,1
1868,441754844,36-45,phone,1
1869,447188461,26-35,internet,0
1870,546590132,18-25,internet,1
1871,686321233,36-45,internet,0
1872,150907835,26-35,internet,0
1873,105707989,46-55,phone,0
1874,199675643,26-35,internet,0
1875,996076180,56+,internet,0
1876,504051214,56+,phone,1
1877,656394185,18-25,internet,1
1878,223201010,36-45,phone,0
1879,427056985,36-45,phone,1
1880,175161970,56+,phone,1
1881,850883803,46-55,phone,1
1882,839455127,26-35,internet,1
1883,191944172,18-25,internet,0
1884,948294158,18-25,internet,0
1885,628895148,26-35,phone,1
1886,321734980,18-25,internet,1
1887,913207977,36-45,internet,0
1888,455682053,36-45,phone,0
1889,573069390,56+,phone,0
1890,898219298,36-45,phone,1
1891,189745048,46-55,phone,1
1892,593591249,26-35,internet,1
1893,309359446,18-25,internet,1
1894,658202051,18-25,internet,1
1895,107325345,26-35,internet,1
1896,507409414,46-55,phone,0
1897,323468679,56+,phone,1
1898,958033873,26-35,internet,0
1899,900846832,26-35,phone,0
1900,767126753,26-35,internet,0
1901,203326070,56+,phone,1
1902,209438127,56+,phone,0
1903,566745420,18-25,internet,0
1904,907586458,26-35,phone,0
1905,167445293,46-55,phone,1
1906,805588511,18-25,internet,0
1907,909754387,36-45,phone,1
1908,740825750,26-35,phone,0
1909,419641315,46-55,internet,1
1910,634678915,18-25,phone,1
1911,227232486,26-35,internet,1
1912,138433324,46-55,phone,1
1913,507190403,36-45,phone,0
1914,674812498,46-55,phone,0
1915,227771143,36-45,phone,0
1916,120106255,18-25,phone,1
1917,917079373,36-45,internet,1
1918,247325541,56+,phone,0
1919,758593841,46-55,phone,1
1920,757531639,56+,internet,0
1921,204113207,26-35,internet,0
1922,280241367,18-25,internet,1
1923,937209996,46-55,phone,1
1924,611946574,36-45,phone,0
1925,992346022,56+,internet,1
1926,484826082,26-35,phone,1
1927,690731409,18-25,internet,1
1928,782215808,36-45,internet,1
1929,940419884,26-35,internet,0
1930,529731245,26-35,phone,1
1931,609076486,26-35,internet,1
1932,110014381,36-45,phone,1
1933,717829592,56+,phone,1
1934,559943809,46-55,phone,1
1935,192351901,46-55,internet,1
1936,357407600,26-35,internet,1
1937,731375669,26-35,phone,1
1938,227849072,26-35,internet,1
1939,532293400,46-55,internet,1
1940,324525814,46-55,phone,0
1941,321714644,36-45,internet,1
1942,733110167,18-25,internet,1
1943,189383111,46-55,phone,0
1944,613079771,56+,internet,0
1945,293490831,36-45,phone,0
1946,959865529,56+,phone,1
1947,254343725,36-45,phone,1
1948,261192136,26-35,internet,1
1949,657563674,36-45,phone,1
1950,126180837,18-25,internet,1
1951,438415098,36-45,internet,0
1952,242757068,18-25,internet,1
1953,626584327,18-25,internet,1
1954,233638497,18-25,internet,0
1955,283578963,36-45,internet,0
1956,674955137,36-45,phone,0
1957,654183271,36-45,phone,0
1958,127825624,26-35,internet,0
1959,847331909,56+,internet,0
1960,279397237,26-35,internet,1
1961,859878778,46-55,phone,1
1962,211448730,46-55,phone,1
1963,297129447,26-35,internet,0
1964,140919908,36-45,internet,0
1965,599760160,36-45,phone,0
1966,649107426,36-45,phone,1
1967,424750004,26-35,internet,0
1968,617032134,26-35,internet,1
1969,128762926,36-45,internet,1
1970,984871532,18-25,internet,0
1971,925513858,26-35,internet,1
1972,646394689,26-35,internet,1
1973,736629574,36-45,phone,0
1974,719075810,36-45,phone,0
1975,603633794,26-35,phone,1
1976,635931039,26-35,internet,0
1977,379543514,26-35,internet,0
1978,686825866,46-55,phone,0
1979,867786243,36-45,phone,0
1980,724027222,36-45,phone,0
1981,125235238,18-25,internet,1
1982,958315932,18-25,internet,1
1983,963628606,46-55,internet,0
1984,803888637,36-45,phone,1
1985,353989975,26-35,internet,1
1986,185735349,26-35,internet,1
1987,938091250,56+,internet,1
1988,863623926,56+,phone,1
1989,346061010,56+,phone,0
1990,553112896,56+,internet,0
1991,531206535,36-45,internet,1
1992,720437064,26-35,phone,0
1993,356997511,56+,phone,1
1994,652246993,56+,phone,0
1995,983057261,46-55,phone,1
1996,167818934,26-35,phone,0
1997,640775885,26-35,internet,1
1998,160239914,18-25,internet,0
1999,239018501,18-25,internet,1
2000,286387302,26-35,internet,0
2001,560615609,26-35,phone,1
2002,134189713,18-25,internet,1
2003,222433132,26-35,internet,0
2004,893393398,56+,internet,0
2005,224057686,26-35,internet,0
2006,464744393,18-25,internet,1
2007,617456181,56+,internet,0
2008,422516414,26-35,internet,1
2009,881493649,46-55,phone,1
2010,762951709,18-25,internet,0
2011,755294702,36-45,phone,1
2012,163647243,46-55,phone,1
2013,971314528,36-45,phone,0
2014,444346214,36-45,phone,1
2015,522215560,36-45,phone,1
2016,586702808,26-35,internet,1
2017,229120765,18-25,internet,0
2018,312370848,56+,phone,1
2019,929483229,56+,phone,1
2020,988706153,18-25,internet,1
2021,379233899,36-45,phone,1
2022,892348843,26-35,internet,0
2023,579371843,18-25,internet,1
2024,960672135,36-45,phone,1
2025,441859420,26-35,internet,1
2026,700308569,36-45,internet,1
2027,738792613,26-35,internet,0
2028,131709500,18-25,internet,0
2029,971327425,18-25,phone,0
2030,237670409,36-45,phone,1
2031,605769100,46-55,internet,0
2032,566912748,18-25,phone,0
2033,875223924,56+,phone,0
2034,397184794,26-35,internet,0
2035,914153951,56+,internet,0
2036,277982921,18-25,internet,0
2037,464796402,18-25,internet,1
2038,324081082,36-45,phone,0
2039,749510139,26-35,internet,1
2040,335150793,36-45,phone,1
2041,376580725,18-25,internet,0
2042,411963621,36-45,internet,0
2043,852532361,46-55,phone,1
2044,415430696,46-55,phone,1
2045,147480315,26-35,internet,0
2046,137241869,26-35,internet,0
2047,296739212,26-35,phone,1
2048,392920237,46-55,phone,0
2049,199172439,26-35,internet,1
2050,638271277,26-35,internet,1
2051,484398767,26-35,internet,1
2052,362020222,26-35,phone,0
2053,241823371,26-35,internet,0
2054,112932093,18-25,internet,0
2055,805104430,26-35,internet,1
2056,221181273,56+,phone,1
2057,811805416,36-45,phone,1
2058,528463102,18-25,internet,0
2059,634582444,36-45,phone,1
2060,756157410,26-35,internet,1
2061,213982628,56+,phone,0
2062,543617751,36-45,phone,1
2063,160754115,18-25,internet,1
2064,246193286,26-35,internet,0
2065,220420241,18-25,internet,1
2066,134326426,36-45,phone,1
2067,892208443,46-55,phone,1
2068,716278623,46-55,phone,1
2069,587073804,36-45,phone,1
2070,561310486,46-55,phone,0
2071,103735171,36-45,internet,0
2072,416069773,26-35,internet,1
2073,988863513,18-25,internet,0
2074,786102643,36-45,phone,1
2075,616713591,46-55,phone,0
2076,633925841,46-55,phone,1
2077,398342535,36-45,phone,1
2078,401718799,46-55,internet,1
2079,666718149,18-25,internet,0
2080,976606831,18-25,internet,0
2081,219213919,46-55,phone,0
2082,458800230,18-25,internet,0
2083,170032423,56+,phone,0
2084,632405909,56+,internet,0
2085,692192783,36-45,internet,1
2086,439792047,56+,internet,1
2087,240647592,18-25,phone,1
2088,384521186,46-55,internet,0
2089,750165764,26-35,internet,1
2090,331287012,18-25,internet,1
2091,186169814,26-35,internet,0
2092,493929546,26-35,phone,1
2093,334136142,46-55,phone,0
2094,194744500,56+,phone,1
2095,506555515,46-55,internet,1
2096,844285364,56+,phone,0
2097,962519117,36-45,phone,0
2098,569115558,36-45,phone,0
2099,100449344,36-45,internet,1
2100,543367769,18-25,internet,1
2101,642514011,26-35,internet,1
2102,912588307,36-45,phone,0
2103,791704400,26-35,internet,0
2104,828739984,26-35,internet,0
2105,743897040,36-45,phone,0
2106,673070788,26-35,internet,0
2107,209007660,46-55,phone,1
2108,813697007,18-25,internet,0
2109,751819305,56+,phone,1
2110,978706763,26-35,internet,1
2111,427789299,18-25,internet,0
2112,637355834,36-45,phone,1
2113,579314196,26-35,phone,1
2114,925417501,26-35,internet,0
2115,505730489,26-35,phone,0
2116,563138543,18-25,internet,1
2117,736039229,26-35,internet,0
2118,475384444,18-25,internet,0
2119,729547962,26-35,internet,1
2120,332506501,18-25,internet,1
2121,373780293,56+,phone,0
2122,620799478,26-35,internet,1
2123,613703279,26-35,internet,0
2124,325261988,26-35,phone,1
2125,825936537,36-45,internet,1
2126,900524636,56+,phone,1
2127,710480898,36-45,phone,1
2128,116756576,26-35,internet,0
2129,997480554,18-25,phone,1
2130,669198339,26-35,internet,1
2131,632256509,36-45,phone,1
2132,559113279,56+,phone,1
2133,542329939,56+,phone,1
2134,137312700,26-35,internet,1
2135,673836853,56+,phone,0
2136,664527667,26-35,internet,0
2137,382768317,46-55,phone,0
2138,566994125,26-35,phone,0
2139,935353540,46-55,phone,0
2140,998729731,56+,internet,0
2141,415061546,36-45,phone,1
2142,736619206,36-45,phone,0
2143,982204147,36-45,phone,0
2144,393981226,36-45,phone,0
2145,905732198,56+,phone,0
2146,707361128,18-25,internet,1
2147,138901723,46-55,phone,0
2148,940073098,26-35,internet,1
2149,872939601,36-45,internet,0
2150,949438716,26-35,internet,1
2151,522916476,26-35,internet,0
2152,527122114,18-25,internet,1
2153,336097007,36-45,phone,1
2154,679574101,26-35,internet,1
2155,877691274,46-55,internet,1
2156,968629015,46-55,phone,0
2157,680442514,36-45,phone,1
2158,890706725,36-45,phone,0
2159,629475592,36-45,phone,1
2160,539302084,26-35,phone,0
2161,692427968,26-35,phone,0
2162,728284516,46-55,phone,0
2163,935533254,26-35,internet,0
2164,148906546,26-35,internet,0
2165,241259562,46-55,phone,1
2166,733911970,26-35,internet,0
2167,703818195,56+,phone,0
2168,141237512,56+,phone,1
2169,855259847,26-35,internet,1
2170,924669723,36-45,phone,0
2171,393459977,56+,internet,0
2172,197631513,56+,phone,0
2173,769791876,26-35,internet,0
2174,458496744,26-35,internet,0
2175,399723227,18-25,internet,0
2176,429478026,26-35,internet,0
2177,564743939,18-25,internet,1
2178,869488989,26-35,internet,0
2179,146367189,46-55,phone,1
2180,372337771,46-55,phone,1
2181,407572693,56+,phone,1
2182,506075348,26-35,phone,0
2183,732227237,26-35,internet,1
2184,639117481,36-45,phone,0
2185,198123335,18-25,phone,1
2186,633489413,18-25,internet,0
2187,389042912,36-45,phone,0
2188,765274097,26-35,internet,1
2189,411701712,26-35,internet,1
2190,952278752,36-45,phone,1
2191,343312097,26-35,phone,1
2192,719723076,18-25,internet,0
2193,967787242,26-35,phone,1
2194,175445133,36-45,internet,0
2195,525859579,36-45,phone,1
2196,868467705,26-35,internet,1
2197,896836523,18-25,internet,1
2198,362744557,56+,phone,1
2199,461669872,46-55,phone,0
2200,150371675,46-55,phone,1
2201,197845518,56+,phone,1
2202,360232292,56+,internet,1
2203,514005293,56+,phone,0
2204,607595805,46-55,internet,1
2205,501267009,26-35,phone,0
2206,552608955,56+,phone,1
2207,197434960,26-35,internet,0
2208,347118770,36-45,phone,1
2209,707294946,18-25,internet,1
2210,457423007,26-35,phone,1
2211,298700549,18-25,phone,0
2212,823593837,26-35,internet,1
2213,290066707,26-35,internet,1
2214,525562548,36-45,phone,0
2215,962461653,36-45,phone,0
2216,772238619,26-35,internet,1
2217,584905157,18-25,internet,1
2218,117367182,36-45,internet,0
2219,939556741,26-35,internet,1
2220,794276854,26-35,internet,1
2221,172308755,26-35,phone,1
2222,589020471,46-55,phone,1
2223,602554381,56+,phone,1
2224,453295192,18-25,internet,1
2225,365367797,18-25,internet,0
2226,715557286,26-35,internet,1
2227,770122466,46-55,internet,0
2228,334652689,36-45,internet,0
2229,954944460,18-25,internet,0
2230,119619695,56+,phone,1
2231,277859472,26-35,internet,1
2232,380024356,18-25,internet,0
2233,110412291,36-45,internet,1
2234,447218884,36-45,phone,0
2235,440880224,56+,phone,0
2236,538650584,36-45,phone,1
2237,437617661,46-55,phone,0
2238,481841526,56+,phone,0
2239,402506873,36-45,phone,0
2240,937590667,26-35,internet,1
2241,926560120,56+,internet,1
2242,428046211,36-45,internet,1
2243,488083518,36-45,internet,1
2244,819751833,56+,phone,1
2245,506636713,36-45,internet,0
2246,745571298,46-55,internet,1
2247,126756366,36-45,phone,1
2248,706715842,36-45,phone,0
2249,318086401,36-45,phone,1
2250,615032493,46-55,phone,1
2251,425709853,36-45,phone,0
2252,415715730,56+,internet,0
2253,549378637,36-45,phone,0
2254,860634064,26-35,internet,0
2255,615806340,36-45,phone,0
2256,583681800,26-35,internet,1
2257,199943566,26-35,internet,0
2258,459565196,26-35,internet,1
2259,486989913,36-45,phone,0
2260,584864364,26-35,phone,0
2261,907488265,56+,internet,0
2262,871460605,26-35,phone,0
2263,924110446,26-35,internet,0
2264,361626917,36-45,phone,1
2265,490572050,26-35,phone,1
2266,331480279,36-45,phone,0
2267,996971829,46-55,phone,0
2268,215815819,26-35,internet,0
2269,212591003,36-45,phone,1
2270,552837368,26-35,internet,0
2271,414728158,36-45,internet,1
2272,626479386,36-45,phone,0
2273,612432814,26-35,internet,0
2274,488004888,46-55,phone,1
2275,451476768,26-35,phone,0
2276,388900136,36-45,internet,1
2277,729390607,46-55,phone,0
2278,465690935,56+,internet,0
2279,502828047,26-35,phone,1
2280,177529747,36-45,phone,0
2281,743161411,26-35,internet,1
2282,915225378,18-25,internet,1
2283,371294648,36-45,phone,1
2284,355091322,36-45,phone,1
2285,537401216,18-25,internet,1
2286,256423475,46-55,phone,1
2287,935635550,36-45,phone,0
2288,138882708,26-35,internet,0
2289,720454169,56+,phone,0
2290,415091808,18-25,internet,1
2291,686183751,56+,phone,0
2292,433295887,26-35,internet,1
2293,147179091,56+,phone,1
2294,834423845,26-35,internet,0
2295,615216509,26-35,internet,0
2296,323591122,46-55,phone,1
2297,317719969,36-45,phone,1
2298,540893244,36-45,internet,0
2299,124205065,18-25,internet,0
2300,429739075,26-35,internet,0
2301,991970482,26-35,internet,1
2302,733788525,36-45,phone,0
2303,613641976,36-45,phone,1
2304,306422054,18-25,internet,0
2305,432359270,36-45,phone,1
2306,826387888,26-35,internet,1
2307,240955139,18-25,internet,0
2308,409488443,46-55,phone,1
2309,524193479,46-55,phone,1
2310,996785235,18-25,phone,1
2311,686463915,36-45,phone,1
2312,410208363,46-55,phone,0
2313,732206194,56+,phone,0
2314,247422346,36-45,internet,0
2315,713125814,36-45,phone,1
2316,142195729,36-45,phone,1
2317,781270092,36-45,phone,0
2318,618492999,36-45,internet,1
2319,711894053,36-45,internet,1
2320,360782581,26-35,phone,0
2321,521859264,26-35,internet,0
2322,744350918,56+,phone,0
2323,980763144,56+,phone,1
2324,257593595,36-45,phone,1
2325,590107572,26-35,internet,1
2326,592583802,26-35,phone,1
2327,292893264,46-55,phone,1
2328,564626663,36-45,phone,1
2329,614174763,26-35,internet,0
2330,223017046,56+,phone,1
2331,146441033,26-35,internet,0
2332,945898758,36-45,phone,1
2333,424402842,36-45,internet,0
2334,303015764,26-35,internet,1
2335,914801476,26-35,internet,1
2336,666215702,46-55,phone,1
2337,593915448,36-45,internet,0
2338,475616687,36-45,internet,0
2339,282911193,56+,phone,0
2340,176444281,46-55,phone,1
2341,387995472,26-35,internet,1
2342,716608317,36-45,phone,0
2343,993624707,36-45,phone,1
2344,539411210,56+,internet,1
2345,903440378,36-45,internet,0
2346,131578526,18-25,internet,0
2347,545372093,36-45,phone,0
2348,948788747,56+,phone,1
2349,445506328,36-45,phone,1
2350,811839269,56+,phone,0
2351,654780139,26-35,internet,0
2352,415848883,26-35,internet,1
2353,936711846,36-45,phone,0
2354,346200958,36-45,internet,1
2355,198042787,26-35,phone,1
2356,655683808,18-25,internet,1
2357,795825717,26-35,internet,0
2358,877772139,36-45,phone,1
2359,985942693,36-45,phone,1
2360,525668434,36-45,internet,1
2361,612126803,56+,phone,0
2362,165128860,46-55,phone,1
2363,270285684,26-35,internet,1
2364,566627832,36-45,phone,0
2365,692581668,46-55,phone,1
2366,256057150,36-45,phone,0
2367,478441222,56+,phone,0
2368,394777393,18-25,internet,1
2369,360098522,18-25,internet,1
2370,131471822,26-35,phone,0
2371,725295246,46-55,internet,0
2372,155484334,36-45,phone,0
2373,105231347,56+,phone,0
2374,100544767,46-55,internet,1
2375,445338813,36-45,phone,1
2376,570076170,36-45,phone,1
2377,366439976,36-45,phone,0
